Evaluation,Study,Original_value,SRP_value,Match_original,Additional_tags,Category,Subcategory,Quantitative
SR3_NK,gryczynski2021,"TAU (treatment as usual) protocol: ""Treatment as usual consisted of usual care from the medical
team and the addiction consultation service, which provided counseling and (where appropriate)
withdrawal management, initiation of methadone or buprenorphine therapy, and referrals to community based SUD treatment. All standard hospital services were available to participants.""","Standard Care	: NavSTAR used proactive case management, advocacy, service linkage, and motivational support to resolve internal and external barriers to care and address SUD, medical, and basic needs for 3 months after discharge.",FALSE,Yes and inappropriate,Comparison,,
SR3_NK,gryczynski2021,"Hospital admission at 30-, 90-, 180- and 365-days
ED visits at 30-, 90-, 180- and 365-days"," Emergency department / Emergency department visits	For the secondary outcome of ED visits, participants in NavSTAR also had significantly fewer events than those receiving TAU (HR, 0.66 [CI, 0.49 to 0.89]; P = 0.006). Readmission / Hospital readmission / Readmission rate	For the primary outcome of inpatient readmissions, participants in the NavSTAR group had significantly fewer events than those receiving TAU (HR, 0.74 [CI, 0.58 to 0.96]; P = 0.020), representing 136 fewer admissions over the 12-month observation period. Quality of life	We found no significant differences in participant-reported quality of life or HIV risks (Appendix Table 3, available at Annals.org).",TRUE,Yes and appropriate,Outcome,,
SR3_NK,gryczynski2021,Study design: Randomised controlled trial,"RCTs	RCTs",TRUE,No,Method,Study design,
SR3_NK,gryczynski2021,Allocation sequence concealment: Sealed opaque envelopes were used for allocation concealment. Research staF opened these after the baseline interview.,"Yes
Sealed opaque envelopes containing the assignment were prepared and opened after the baseline interview, indicating allocation concealment.",TRUE,NO,Method,Allocation sequence concealment,
SR3_NK,gryczynski2021,"Enrolment start and end dates; length of participant follow-up: No enrolment start and end dates
specified; follow-up period - 12 months",NA,FALSE,No,Method,Enrolment dates,
SR3_NK,gryczynski2021,"Recruitment and sampling procedures used (including at the level of individual participants and
clusters/sites if relevant): Participants were adult hospital patients with comorbid, untreated Substance Use Disorders (SUD). They were recruited through the addiction consultation service at the
University of Maryland Medical Center.",NA,FALSE,No,Method,Recruitment,
SR3_NK,gryczynski2021,Single or multicentre study: single centre,NA,FALSE,No,Method,Single or multicentre,
SR3_NK,gryczynski2021,"Unit of analysis (e.g. individual participant, episode of care, clinic/hospital attendance, readmission rate): individual participant, with outcomes such as hospital readmission, ED visits, SUD treatment linkage, substance use, HIV risks, and quality of life measured",NA,FALSE,No,Method,Unit of analysis,
SR3_NK,gryczynski2021,"Statistical analysis: Event history framework and Cox proportional hazards regression were used
for hospital service use and mortality. Generalized linear mixed models were used to examine secondary outcomes longitudinally.
Statistical methods used if computed estimates are extracted from reports, including any covariates included in the statistical model: as above
Unit of analysis (e.g. individual participant, episod",NA,FALSE,No,Method,Statistical method,
SR3_NK,gryczynski2021,200,"Adults	The sample included 400 participants (200 TAU and 200 NavSTAR), who were 43.0% female and 55.5% Black; participants had a mean age of 45.1 years (SD, 12.3).",TRUE,No,Result,Number - intervention,
SR3_NK,gryczynski2021,200,"Adults	The sample included 400 participants (200 TAU and 200 NavSTAR), who were 43.0% female and 55.5% Black; participants had a mean age of 45.1 years (SD, 12.3).",TRUE,No,Result,Number - control,
SR3_NK,gryczynski2021,153/200 vs 164/200,"For the primary outcome of inpatient readmissions, participants in the NavSTAR group had significantly fewer events than those receiving TAU (HR, 0.74 [CI, 0.58 to 0.96]; P = 0.020), representing 136 fewer admissions over the 12-month observation period.",FALSE,Yes and appropriate,Result,Summary statistic,
SR3_NK,kelley2020,"Inclusion criteria: Aged 18–62 years
Active Medicaid insurance
English or Spanish speaking
4–18 visits to the hospital's two EDs in the prior year (including the current/index ED visit)
Resident of one of 12 surrounding towns
Exclusion criteria: ""Individuals with more than 50% of ED visits in the prior year for mental health or
substance use, those who presented with a mental health or substance use chief complaint at the
current/index ED visit, and those who utilized the ED more than 18 times in the prior year, as such
patients tend to have more complex clinical, behavioral, or social needs beyond the scope of the
planned intervention.""
Group differences: None","Adults	Based on this preliminary information, we developed the following inclusion criteria: aged 18–62 years, active Medicaid insurance, English or Spanish speaking, 4–18 visits to the hospital’s two EDs in the prior year (including the current/index ED visit), and resident of one of 12 surrounding towns.",TRUE,No,Population,Eligibility criteria,
SR3_NK,kelley2020,"Patient navigation
Age: 40.24
Sex (Female): 33
Low health literacy: 33
Chronic diseases > or =3: 28
Mean ED visits: 6.37
Mean hosp admission: 1.69
Usual care
Age: 40.51
Sex (Female): 40
Low health literacy: 27
Chronic diseases > or =3: 31
Mean ED visits: 6.94
Mean hosp admission: 2.49","Older adults	Patients who demonstrated a reduction in ED usage were older (mean age 42 vs. 33 years, p = 0.03) and had lower health literacy (78% low health literacy vs. 40%, p = 0.02).
Gender	The mean age for ED-PN and UC patients was 41 and 40 years, respectively.
Women	The two groups had similar sociodemographics, number and type of chronic diseases (including mental health), and number of ED visits and hospitalizations in the past year (Table 1). The mean age for ED-PN and UC patients was 41 and 40 years, respectively.
Men	The two groups had similar sociodemographics, number and type of chronic diseases (including mental health), and number of ED visits and hospitalizations in the past year (Table 1). The mean age for ED-PN and UC patients was 41 and 40 years, respectively.Chronic obstructive pulmonary disease	The two groups had similar sociodemographics, number and type of chronic diseases (including mental health), and number of ED visits and hospitalizations in the past year (Table 1).",FALSE,No,Population,Participant characteristics,
SR3_NK,kelley2020,"tient navigation protocol: ED-initiated patient navigation (ED-PN). ""Participants in the intervention group received 12 months of ED-PN through Project Access-New Haven (PA-NH), a community-based, 501(c)(3) nonprofit organisation with extensive experience providing patient navigation for underserved residents (21). The ED-PN navigation team included a nurse navigator (25% effort) and a trained PN (50% effort). One- or two-page patient summaries were prepared by the navigators, including a detailed, written summary of the patient’s medical history, prior ED use, barriers to accessing primary care services, life stressors that could be impacting their health, and type
of help the patient wished to receive from the program. Each new patient was discussed by the
team after the initial enrolment and on an as-needed basis (e.g., emergence of a new or challenging need or a repeat ED visit). The team discussed ways to support the patient’s clinical and social
needs, brainstormed specific resources that might be helpful for the patient, and provided guidance to the patient navigators. Navigators shared information about individual patients utilising a
team-based navigation model that provided flexibility in dividing the workload and providing cross
coverage. After enrollment, the patient navigator scheduled a primary care visit for the patient and
offered to accompany them for up to three visits. If the patient had a primary care provider (PCP),
the navigator aimed to schedule the appointment with that provider. If the patient did not have
a PCP, the navigator scheduled the appointment with a local community-based clinic or hospital based primary care center, depending on appointment availability and patient preference. Immediately prior to the first PCP visit, the patient navigator met the patient at the provider’s office to review questions and concerns the patient wished to have answered by the PCP. During the PCP visit, the patient navigator reminded the patient of any questions or concerns that had not been addressed. After the visit, the patient navigator and patient created a task list based on the provider’s
recommendations. When needed, navigators helped patients to access medical transportation assistance through the state Medicaid system. If the patient identified social needs such as precarious
housing, food insecurity, or insurance questions, they were provided with information to connect
with local resources. Finally, the patient navigators scheduled regular phone calls to each patient
every 2 weeks during weeks 0–4 and every 4 weeks during weeks 13–52. During these calls, the patient navigator asked about the patient’s health, health care appointments, and any social needs.
Additionally, navigators phoned all patients after each medical appointment to check in, discuss
follow-up information/ instructions, and offer assistance with clinical and/or social needs.""","Patient Navigation	Participants in the intervention group received 12 months of ED-PN through Project Access-New Haven (PA-NH), a community-based, 501(c)(3) nonproﬁt organization with extensive experience providing patient navigation for underserved residents.
Community Care Navigation	Our 'high touch' navigation program included core elements of intensive care management recognized to be effective among high-need, high-cost patients; face-to-face meetings, accompaniment to primary care visit(s), a multidisciplinary care team, frequent phone contact, provision of emotional support, and problem-solving to address social issues and barriers to care.
Care Coordination	Our 'high touch' navigation program included core elements of intensive care management recognized to be effective among high-need, high-cost patients; face-to-face meetings, accompaniment to primary care visit(s), a multidisciplinary care team, frequent phone contact, provision of emotional support, and problem-solving to address social issues and barriers to care.
Case Management	Our patient navigators used a detailed 'high touch' protocol to connect high-utilizing ED patients to primary care; for example, meeting face-to-face with patients, offering accompaniment to PCP visit(s), phoning each patient regularly to remind them of medical appointments, and problem-solving to overcome personal barriers such as transportation.
Transitional Care	Supervision of navigators was provided by a multidisciplinary project team that included an emergency physician, a primary care physician, the PA-NH executive director, and a program coordinator. |Outreach	The patient navigators scheduled regular phone calls to each patient every 2 weeks during weeks 0–4 and every 4 weeks during weeks 13–52. During these calls, the patient navigator asked about the patient’s health, health care appointments, and any social needs. |Multidisciplinary Team-Based Care	Supervision of navigators was provided by a multidisciplinary project team that included an emergency physician, a primary care physician, the PA-NH executive director, and a program coordinator. The team met weekly throughout the course of the intervention. | Nurse-Led Interventions	The ED-PN navigation team included a nurse navigator (25% effort) and a trained PN (50% effort). Job requirements for the PN included: bilingual (English/Spanish), associate’s degree or higher, at least 1 year of work experience, demonstrated qualities of cultural sensitivity, and good communication skills. The nurse navigator position required at least a bachelor degree in nursing. |Telephone Interventions	The patient navigators scheduled regular phone calls to each patient every 2 weeks during weeks 0–4 and every 4 weeks during weeks 13–52. During these calls, the patient navigator asked about the patient’s health, health care appointments, and any social needs.|Community-Based Interventions	Participants in the intervention group received 12 months of ED-PN through Project Access-New Haven (PA-NH), a community-based, 501(c)(3) nonproﬁt organization with extensive experience providing patient navigation for underserved residents.",TRUE,No,Intervention,,
SR3_NK,kelley2020,"Usual care protocol: Patients assigned to the UC arm of the study received routine ED, hospital, and
outpatient care. Discharge instructions were given at the discretion of the treating physician.",NA,FALSE,No,Comparison,,
SR3_NK,kelley2020,"Hospital admission (HR)
ED visits
OP visits","Emergency department / Emergency department visits	The primary research interest was the change in the number of ED visits between the 12 months pre- and post-enrollment, comparing the intervention with UC. | Hospitalization / Hospital admission / Inpatient	Secondary outcomes were change in hospital admission rates, outpatient visits, hospital costs, and Medicaid reimbursements for the two groups during the same time frame. |Utilization / Frequency / Duration	Both groups increased outpatient utilization. |Quality of life	A logical next step would be to evaluate the impact of this intervention on patient-reported outcomes such as health-related quality of life, functional status, and satisfaction. We are conducting a separate analysis of such quality-of-life measures.",TRUE,No,Outcome,,
SR3_NK,kelley2020,Study design: Randomised controlled trial,"RCTs	RCTs",TRUE,No,Method,Study design,
SR3_NK,kelley2020,"Allocation sequence concealment: ""patient navigator (PN) or research assistant (RA) called an oFsite administrative assistant who used a previously generated, concealed, randomisation algorithm to assign each patient to one of the two study arms, ED-PN or UC ""","Yes
Allocation was concealed by calling an off-site administrative assistant who used a previously generated, concealed, randomization algorithm to assign each patient.",TRUE,No,Method,Allocation sequence concealment,
SR3_NK,kelley2020,"Enrolment start and end dates; length of participant follow-up: Study enrolment occurred between
March 2013 and February 2014. Participants in the intervention group received 12 months of EDPN",NA,FALSE,No,Method,Enrolment dates,
SR3_NK,kelley2020,"Recruitment and sampling procedures used (including at the level of individual participants and
clusters/sites if relevant): The study used a convenience sampling procedure. Participants were recruited from the ED at Yale New Haven Hospital. Specific inclusion and exclusion criteria were developed and applied.",NA,FALSE,No,Method,Recruitment,
SR3_NK,kelley2020,"Single or multicentre study; if multicentre, number of study/recruiting centres and locations: This
appears to be a single-center study conducted at the ED of Yale New Haven Hospital.",NA,FALSE,No,Method,Single or multicentre,
SR3_NK,kelley2020,"Unit of analysis (e.g. individual participant, episode of care, clinic/hospital attendance, readmission rate): individual participant, number of visits, readmission r",NA,FALSE,No,Method,Unit of analysis,
SR3_NK,kelley2020,"Statistical methods used if computed estimates are extracted from reports, including any covariates included in the statistical model: The primary outcome was estimated using a Poisson regression. A difference-in-difference approach was used to compare changes in ED utilisation. For secondary analyses, log-normal regression was used to test changes in hospital and Medicaid costs.
The study adjusted the residuals to account for within-patient correlation",NA,FALSE,No,Method,Statistical method,
SR3_NK,reinius2013,"Inclusion criteria: ""Patients with three or more emergency room visits at Karolinska University Hospital (Huddinge) during the 6-month period before the start of the study. Patients who fulfilled the
qualitative criteria based on previous and present diseases, the number of medications used, and
social factors.""
Exclusion criteria: Patients aged under 18 years
Patients with dementia or psychotic diseases
Patients with terminal illness
Patients living in other counties
Patients with life expectancy shorter than 12 months
Patients who had recently undergone major surgery or were planning to undergo major surgery the
following 6 months
Patients with psychotic disease
Patients with severe hearing impairment","General Population	The study was carried out at the Karolinska University Hospital (Huddinge), which is one of the largest hospitals in the area, and has an emergency department with B90 000 visits/year. We decided to include patients with three or more emergency room visits at Karolinska University Hospital (Huddinge) during the 6-month period before the start of the study.  Hospitalized or Admitted	We carried out a Zelen-design randomized-controlled trial among patients who were identified as frequent emergency department users (Z 3 visits during the 6 months before inclusion) at the Karolinska University Hospital in Stockholm (Sweden). ",FALSE,No,Population,Eligibility criteria,
SR3_NK,reinius2013,"Control
Age (65 %: 29 (50.8)
Mean age (SD): 60.2 (18.6)
Median number of healthcare episodes in the previous 6mo (IQR) ED visits: 5 (3-7)
Median number of healthcare episodes in the previous 6mo (IQR) hospital admission: 1 (0-3)
Median number of healthcare episodes in the previous 6mo (IQR) Outpatients: 7 (3-14)
Past medical history of (PMHx) COPD (%): 3 (5.3)
PMHx heart failure (%): 10 (17.5)
Female (%): 32 (56.1)
Number of patients: 57
Intervention (case mgmt phone base)
Age (65 %: 112 (53.1)
Mean age (SD): 62.6 (19.3)
Median number of healthcare episodes in the previous 6mo (IQR) ED visits: 5 (3-8)
Median number of healthcare episodes in the previous 6mo (IQR) hospital admission: 1 (0-3)
Median number of healthcare episodes in the previous 6mo (IQR) Outpatients: 7 (3-11)
PMHx COPD (%): 22 (10.4)
PMHx heart failure (%): 31 (14.7)
Female (%): 126 (59.7) Number of patients: 211","Adults	There was no difference in the mean age (62.7 vs. 60.2 years, P = 0.40) or sex distribution (60 vs. 56% women, P = 0.62) on comparing the intervention group with controls.
Older adults	There was no difference in the mean age (62.7 vs. 60.2 years, P = 0.40) or sex distribution (60 vs. 56% women, P = 0.62) on comparing the intervention group with controls.
Gender	There was no difference in the mean age (62.7 vs. 60.2 years, P = 0.40) or sex distribution (60 vs. 56% women, P = 0.62) on comparing the intervention group with controls.
Women	There was no difference in the mean age (62.7 vs. 60.2 years, P = 0.40) or sex distribution (60 vs. 56% women, P = 0.62) on comparing the intervention group with controls.
Men	There was no difference in the mean age (62.7 vs. 60.2 years, P = 0.40) or sex distribution (60 vs. 56% women, P = 0.62) on comparing the intervention group with controls. Chronic obstructive pulmonary disease	The most common medical diagnoses in the 268 patients included in the study were hypertension (26%), ischaemic heart disease (19%), chronic obstructive pulmonary disorders (9%), heart failure (15%), anxiety disorders (9%), generalized or unspecified pain (41%) and atrial fibrillation (18%). Heart failure	The most common medical diagnoses in the 268 patients included in the study were hypertension (26%), ischaemic heart disease (19%), chronic obstructive pulmonary disorders (9%), heart failure (15%), anxiety disorders (9%), generalized or unspecified pain (41%) and atrial fibrillation (18%).",FALSE,No,Population,Participant characteristics,
SR3_NK,reinius2013,"Intervention (case mgmt phone base) protocol: comprehensive structured interview and completed SF36, personalised program was designed, phone contacts on weekly or biweekly basis, regular
monitoring on outcomes","Intervention	: The telephone‐based case‐management intervention reduced the total number of outpatient visits (relative risk 0.80; 95% confidence interval 0.75‐0.84), the number of emergency department visits (relative risk 0.77; 95% confidence interval 0.69‐0.86), the number of days patients were admitted to hospitals as well as the total healthcare costs for hospital admissions.  | Community Care Navigation	The nurses did not provide medical advice, but were rather instructed to facilitate contacts with the standard healthcare providers and to support interactions with social services. All nurses were employed by a private company, contracted by Stockholm county council. | Case Management	The intervention was developed on the basis of previous case-management concepts [9]. In brief, the licensed nurses used the data collected during the initial structured interview to characterize the patients’ current situation, with an emphasis on understanding each patient’s individual medical and social problems. On the basis of this analysis, a personalized programme for each patient was then designed and transferred to a standardized protocol. Telephone contacts were made between nurses and their patients on a weekly or a biweekly basis. | Nurse-Led Interventions	The intervention was developed on the basis of previous case-management concepts [9]. In brief, the licensed nurses used the data collected during the initial structured interview to characterize the patients’ current situation, with an emphasis on understanding each patient’s individual medical and social problems. |Telephone Interventions	Here, we present the results of a Zelen-design randomized-controlled trial with 1 year of follow-up that was designed to study the effects of a nurse-managed telephone-based case-management intervention on healthcare utilization and self-assessed health status in patients who were identified as frequent emergency department users.",TRUE,No,Intervention,,
SR3_NK,reinius2013,"Control protocol: letter of participation, comprehensive structured interview and completed SF36,
declined further involvement",NA,FALSE,No,Comparison,,
SR3_NK,reinius2013,"All inpatient care (admission) intention to treat
Emergency inpatient care (unplanned admission) - intention to treat
All OP care - intention to treat
Emergency OP care (unplanned OP) - intention to treat","Hospitalization / Hospital admission / Inpatient	In the intention-to-treat analyses, we found no differences in the number of hospitalizations between the patients in the intervention and the control groups when hospitalizations were considered overall and when data were restricted to emergency hospitalizations, with RRs of 0.90 (95% CI 0.74–1.09) and 0.90 (95% CI 0.73–1.12), respectively.
Length of stay / Length of hospital stay	The number of days patients were admitted to hospitals showed a marked decrease for the patients who received the case-management intervention. |Emergency department / Emergency department visits	The telephone-based case-management intervention reduced the total number of outpatient visits (relative risk 0.80; 95% confidence interval 0.75–0.84), the number of emergency department visits (relative risk 0.77; 95% confidence interval 0.69–0.86)...| Quality of life	At the start of the study, the participants were asked to carry out a standardized self-assessment of their health and this assessment was repeated 8 weeks after inclusion in the study for the participants... The health assessment showed significant increases (P < 0.05) in six out of the eight parameters studied including general health perception, emotional role functioning, physical role functioning, bodily pain, social role functioning and vitality.
Patient satisfaction / Satisfaction	In all, 84% of the participants reported that the contact with the case-management nurse had helped them receive better healthcare and 82% of the participants reported that the programme had led to improvements in their quality of life.",TRUE,Yes and appropriate,Outcome,,
SR3_NK,reinius2013,Study design: Randomised controlled trial,NA,FALSE,No,Method,Study design,
SR3_NK,reinius2013,Allocation sequence concealment: Not possible,"No Information
Insufficient information in the provided text.",FALSE,Yes and appropriate,Method,Allocation sequence concealment,
SR3_NK,reinius2013,"Enrolment start and end dates; length of participant follow-up: 30 June and 31 August 2010 until
30.09.2011",NA,FALSE,No,Method,Enrolment dates,
SR3_NK,reinius2013,"Recruitment and sampling procedures used (including at the level of individual participants and
clusters/sites if relevant): ""Patients with three or more emergency room visits at Karolinska University Hospital (Huddinge) during the 6-month period before the start of the study were included.""",NA,FALSE,No,Method,Recruitment,
SR3_NK,reinius2013,"Single or multicentre study; if multicentre, number of study/recruiting centres and locations: Single
centre study.",NA,FALSE,No,Method,Single or multicentre,
SR3_NK,reinius2013,"Unit of analysis (e.g. individual participant, episode of care, clinic/hospital attendance, readmission rate): Individual participant",NA,FALSE,No,Method,Unit of analysis,
SR3_NK,reinius2013,"Statistical analysis: Poisson regression analyses, negative binomial regression, Wilcoxon two-sample test, Wilcoxon signed-rank test, likelihood ratio tests
Statistical methods used if computed estimates are extracted from reports, including any covariates included in the statistical model: Not mentioned",NA,FALSE,No,Method,Statistical method,
SR3_NK,young2013,"Inclusion criteria: ""Adult patients undergoing surgery for primary colorectal cancer were recruited
by surgeons during presurgery consultation.""
Exclusion criteria: ""Patients were excluded if they were receiving end-of-life care, were cognitively impaired or deaf, had no telephone access, or had insufficient English language skills to participate.""","Adults	Between July 1, 2008, and March 31, 2011, adult patients undergoing surgery for primary colorectal cancer were recruited by surgeons during pre-surgery consultation.",TRUE,No,Population,Eligibility criteria,
SR3_NK,young2013,"Patient (care) navigator (N=387)
N: 387
Age (mean SD): 68.6 (12.2)
Gender (female): 167
Lives alone: 95
Control (N=369)
N: 369
Age (mean SD): 67 (12.1)
Gender (female): 169
Lives alone: 85",NA,FALSE,No,Population,Participant characteristics,
SR3_NK,young2013,"Patient (care) navigator (N=387) intervention protocols: ""CONNECT aims to improve patients’ ability to navigate the health system for clinical and supportive care, as well as to provide information
and emotional support directly, so as to improve patients’ cancer-related QOL.""","Care Navigation	The CONNECT intervention is a manualized supportive care intervention that is telephone delivered by a centrally located registered nurse; it has shown promising results in pilot studies.  | Care Coordination	The goals of this multicenter randomized trial were to undertake a definitive study to investigate the effectiveness of the CONNECT intervention when implemented in diverse hospitals to improve patients’ experience of care coordination, reduce unmet supportive care needs and distress, reduce emergency department visits and hospital readmissions, and improve cancer-related quality of life (QOL) in the 6 months after discharge after bowel resection for colorectal cancer. | Nurse-Led Interventions	The CONNECT intervention is a manualized supportive care intervention that is telephone delivered by a centrally located registered nurse; it has shown promising results in pilot studies. | Education and Counseling	The intervention was delivered by experienced nurses who received training and ongoing debriefing by senior researchers with backgrounds in nursing, psychology, and medicine. |Telephone Interventions	CONNECT is supplementary to usual follow-up care and involves no face-to-face contact. It consists of five scheduled, structured telephone calls on days 3 and 10 and then at 1, 3, and 6 months after hospital discharge.",TRUE,No,Intervention,,
SR3_NK,young2013,Control (N=369) intervention protocols: Usual care,NA,FALSE,No,Comparison,,
SR3_NK,young2013,"Unplanned hospital readmissions (1 month and 6 months)
ED visit (1 month and 6 months)
PROMS - QOL (Supportive Care Needs Survey – Short Form 34 (SCNS-SF34)) at 6 months","Emergency department / Emergency department visits	There were no differences between the groups in emergency department presentations (10.8% v 13.8%; P = .2) or unplanned hospital readmissions (8.6% v 10.5%; P = .4) at 1 month. |  Readmission / Hospital readmission / Readmission rate	There were small, nonsigniﬁcant reductions in emergency room presentations and hospital readmissions in the intervention group at 1 and 6 months (Table 3). | Quality of life	QOL trajectories were similar in both groups, and there were no differences between groups at baseline or any follow-up time point in total FACT-C score or score for any domain of this instrument (Table 3). |
Patient satisfaction / Satisfaction	Quantitative questionnaire responses (n = 350) about the CONNECT nurse and intervention were consistently positive (Table 4). |Care	Experience of Care Coordination: There were no signiﬁcant differences between groups at either 3 or 6 months for total score or communication or navigation subscale of the patient experience of the cancer care coordination instrument or for global assessment of care coordination or quality of care (Table 3).",TRUE,Yes and appropriate,Outcome,,
SR3_NK,young2013,Study design: randomised controlled tria,,TRUE,No,Method,Study design,
SR3_NK,young2013,"Allocation sequence concealment: ""Patients were advised of their group allocation at day 3 after
hospital discharge to ensure that this knowledge could not influence any clinical care or information provided by staF during admission.""","Probably Yes
Participants were randomized on receipt of baseline questionnaire and were not told group allocation until day 3 after discharge, which suggests allocation was concealed until enrolment/randomization.",TRUE,No,Method,Allocation sequence concealment,
SR3_NK,young2013,"Enrolment start and end dates; length of participant follow-up: July 1, 2008, to March 31, 2011.","Adults	Between July 1, 2008, and March 31, 2011, adult patients undergoing surgery for primary colorectal cancer were recruited by surgeons during pre-surgery consultation.",TRUE,No,Method,Enrolment dates,
SR3_NK,young2013,"Recruitment and sampling procedures used (including at the level of individual participants and
clusters/sites if relevant): ""Sample-size calculations were based on the difference in total FACT-C
scores between groups at 6 months. Detecting a minimally important difference in FACT-C total
scores equates to an effect size of 0.3. To detect this with.05 significance and 0.80 power, 176 participants were needed in each group (352 in total). For subgroup analyses, this sample size was inflated. To detect an interaction effect of 1.5 the overall treatment effect, an inflation factor of 1.9
was required. Thus, approximately 670 patients were needed using a 5% significance level with
80% power. Assuming loss to follow-up of 15% at 6 months, we planned to recruit 770 patients to
the study.""",NA,FALSE,No,Method,Recruitment,
SR3_NK,young2013,"Single or multicentre study; if multicentre, number of study/recruiting centres and locations: multicentre study",NA,FALSE,No,Method,Single or multicentre,
SR3_NK,young2013,"Unit of analysis (e.g. individual participant, episode of care, clinic/hospital attendance, readmission rate): mean or median values on all outcome measures were compared between groups at
each time point. on ED visits, hospital readmission (difference in difference)",NA,FALSE,No,Method,Unit of analysis,
SR3_NK,young2013,"Statistical methods used if computed estimates are extracted from reports, including any covariates included in the statistical model: ""Demographic and clinical characteristics of participants
were compared between groups. Linear mixed modeling was used to model changes over time.
Chi2 tests were used to compare binary outcomes.""",NA,FALSE,No,Method,Statistical method,
SR3_NK,young2013,362,NA,FALSE,No,Result,Number - intervention,
SR3_NK,young2013,342,NA,FALSE,No,Result,Number - control,
SR3_NK,young2013,31/362 vs 36/342,"Emergency department / Emergency department visits	There were no differences between the groups in emergency department presentations (10.8% v 13.8%; P = .2) or unplanned hospital readmissions (8.6% v 10.5%; P = .4) at 1 month.",TRUE,No,Result,Summary statistic,
SR3_NK,young2013,39/360 vs 47/341,NA,FALSE,No,Result,Summary statistic,
SR3_NK,mcqueen2024,"Inclusion: ""Claims data were used to identify members with type 2 diabetes (defined as ≥1 inpatient or ≥2 outpatient medical claims with type 2 diabetes relevant ICD-10 codes) and a recent
(<120 days) HbA1c test for study recruitment.""
Exclusion: ""Identified members were excluded from recruitment if they were involved in care management in the past 90 days or if they did not have a phone number or independent address (e.g.,
no rehab, nursing home, or correction facilities).""
Members who are ""pregnant or only have a history of gestational diabetes, any cognitive or hearing impairments that impede research participation by phone, could not report that their latest A1c
was <7.0, and have one unmet social need.""","Adults	Adult (age 18+) members of the state-wide Medicaid health plan, Louisiana Healthcare Connections, were recruited November 2019–July 2022... The sample was from Louisiana, USA, M = 51.6 (SD = 9.5) years old… Diabetes	Adult (age 18+) members of the state-wide Medicaid health plan, Louisiana Healthcare Connections, were recruited November 2019–July 2022... Eligible participants had an HbA1c test in claims in the past 120 days and reported 1+ social needs... The sample was from Louisiana, USA, M = 51.6 (SD = 9.5) years old, 76.1% female, 66.5% Black, 29.4% White, and 3.0% Hispanic.",FALSE,No,Population,Eligibility criteria,
SR3_NK,mcqueen2024,"Intervention group: Social Needs Navigation
Age (SD) 51.79 (9.35)
Female (%) 179 (76.5%)
Non-Hispanic White (%) 65 (27.8%)
Married/living with partner (%) 51 (21.8%)
Sum Comorbid Conditions (Mean, SD) 7.56 (2.99)
Social Needs Sum Score (Mean, SD) 2.94 (1.77)
Control: TAU (treatment as usual)
Age (SD) 51.31 (9.71)
Female (%) 180 (75.3%)
Non-Hispanic White (%) 66 (27.6%)
Married/living with partner (%) 56 (23.4%)
Sum Comorbid Conditions (Mean, SD) 7.61 (3.07)
Social Needs Sum Score (Mean, SD) 2.85 (1.67)","Women	The sample was mean age 51.6 (SD = 9.5), 76.1% female (n = 359)… Diabetes	Adult (age 18+) members of the state-wide Medicaid health plan, Louisiana Healthcare Connections, were recruited November 2019–July 2022... Eligible participants had an HbA1c test in claims in the past 120 days and reported 1+ social needs... The sample was from Louisiana, USA, M = 51.6 (SD = 9.5) years old, 76.1% female, 66.5% Black, 29.4% White, and 3.0% Hispanic.",FALSE,No,Population,Participant characteristics,
SR3_NK,mcqueen2024,"Intervention: The Social Needs Navigation intervention was to proactively help participants not
otherwise identified for care management to address unmet social needs. If asked, navigators also
offered encouragement, information, and resources related to health needs, but this was not their
primary focus for outreach calls.","Care Navigation	The focus of the Social Needs Navigation intervention was to proactively help participants not otherwise identified for care management to address unmet social needs. | Community Care Navigation	The focus of the Social Needs Navigation intervention was to proactively help participants not otherwise identified for care management to address unmet social needs. | Case Management	Care management programs operated by health (insurance) plans assist members one-on-one by creating a personal care plan with follow-up calls to address barriers and access to interventions, including finding a doctor, making appointments, and ordering medical supplies or equipment covered by the plan.| Telephone Interventions	The intervention was conducted in real-world conditions by care management staff by telephone and mail only. |Community-Based Interventions	This practical trial capitalized on existing care management infrastructure for delivering a proactive social-needs-focused intervention to adult Medicaid health plan members with type 2 diabetes that reported at least one unmet social need who were randomized and followed for 12 months using survey and claims data.",TRUE,No,Intervention,,
SR3_NK,mcqueen2024,"Control: Usual care participants could receive care management services if identified and referred
by the health plan or providers to address high–acuity needs.",NA,FALSE,No,Comparison,,
